2012-07-19 19:03:04;I'm at Starbucks (Denver, CO ) http:// 4sq.com/Od3FTL
2012-07-19 19:01:38;I'm at Arby's (Denver, CO ) http:// 4sq.com/Ox12Og
2012-07-19 19:01:34;I'm at Rico's Cafe & Wine Bar (Colorado Springs, CO ) http:// 4sq.com/MboM83
2012-07-19 19:00:41;Vail's Masters Gallery hosts first solo show with pop artist De Von - http:// bit.ly/SKjtAb #Vail #Colorado
2012-07-19 19:00:33;I'm at Auraria Campus (Denver, CO ) w/ 2 others http:// 4sq.com/MMB7xT
2012-07-19 18:58:44;Summit High multi-class reunion Saturday - http:// bit.ly/SKjggl #Silverthorne #Colorado
2012-07-19 18:56:59;I'm at City of Denver (Denver, CO ) http:// 4sq.com/Pnxhk0
2012-07-19 18:56:37;I'm at City Of Denver (Denver, CO ) http:// 4sq.com/Mboiin
2012-07-19 18:56:00;I'm at 7-Eleven (Denver, CO ) http:// 4sq.com/O0OuPb
2012-07-19 18:55:43;I'm at ACE Cash Express (Westminster, CO ) http:// 4sq.com/O0OsXF
2012-07-19 18:52:25;I'm at RTD Market Street Station (Denver, CO ) http:// 4sq.com/OwXICF
2012-07-19 18:52:21;#Mountains reopened on US 6 at CO -119 #traffic http:// bit.ly/ejwZAc;0
2012-07-19 18:52:13;Montrose County Officials Collecting School Supplies for Needy Kids - http:// bit.ly/SKiEXW #Montrose #Colorado
2012-07-19 18:47:20;I'm at Winter Park Resort (Winter Park, CO ) http:// 4sq.com/O0Njzd
2012-07-19 18:41:55;Buddhist retreat and film series in Edwards July 27-29 - http:// bit.ly/PnuEPd #Edwards #Colorado;0
2012-07-19 18:40:02;I'm at Village Inn (Brighton, CO ) http:// 4sq.com/PnugQD
2012-07-19 18:39:59;I'm at Green Russell (Denver, CO ) http:// 4sq.com/ML4Lop
2012-07-19 18:39:54;I'm at Whale's Tail (Breckenridge, CO ) http:// 4sq.com/OKpSq9
2012-07-19 18:38:36;I'm at 24 Hour Fitness (Glendale, CO ) w/ 4 others http:// 4sq.com/Mo9aAL
2012-07-19 18:37:57;I'm at Firefly Fox Den (Colorado Springs, CO ) http:// 4sq.com/MbmUwc
2012-07-19 18:36:05;Ams Glass LLC Denver, CO Call today and recive 15% off for new custome http:// spag.es/LZi3To Denver Nonclassified Establishments #coupon
2012-07-19 18:36:04;Essential Acupuncture Denver, CO Mention that you found me online and get $15 off of y http:// spag.es/LZi1uN Denver Pain Clinics #coupon;0
2012-07-19 18:35:29;#student #jobs STUDENT ADVISOR - Denver Public Schools - Denver, CO http:// bit.ly/fTA0eJ
2012-07-19 18:34:17;I'm at Whole Foods Market (Golden, CO ) w/ 2 others http:// 4sq.com/NBEMSq
2012-07-19 18:33:04;I'm at Dakota Valley elementary school (Aurora, CO ) http:// 4sq.com/MbmCFI
2012-07-19 18:25:01;I'm at Howie's (Brighton, CO ) http:// 4sq.com/OwLTN0
2012-07-19 18:24:28;ALBERT'S CARPET CLEANING Denver, CO If you have a recent written e http:// spag.es/LZhkBD Denver Carpet Rug & Upholstery Cleaning #coupon
2012-07-19 18:24:28;Thompson Automotive Inc Denver, CO All first time customers will receive 15% http:// spag.es/LZhkBA Denver Auto Service & Repair #coupon
2012-07-19 18:23:42;Reservoir Engineer - De... - #Denver , CO ( http:// tinyurl.com/77btnwh ) Get Civil Engineering Jobs #CivilEngineering #jobs #job #GetAllJobs
2012-07-19 18:22:57;Sales and Marketing Manager - #Pueblo , CO ( http:// tinyurl.com/776p5zq ) Get Marketing Manager Jobs #MarketingManager #jobs #job #GetAllJobs
2012-07-19 18:22:05;I'm at Landmark Theater at Greenwood Village (Greenwood Village, CO ) http:// 4sq.com/OwKOob
2012-07-19 18:20:17;I'm at Subway (Aurora, CO ) http:// 4sq.com/MylH6J
2012-07-19 18:18:50;Planning dinner? Save 60% at Cleatz Sports Bar & Grille http:// yatown.com/deals/Irondale ,Commerce-City,CO/Planning-dinner-Save-60pct-at-Cleatz-Sports-Bar--Grille?vi=y&lo=Irondale%2CCommerce-City%2CCO&pb=Restaurant.com&xu=http%3A%2F%2Fwww.dpbolvw.net%2Fclick-5263123-10451612%3Furl%3Dhttp%253A%252F%252Fwww.restaurant.com%252Fmicrosite.asp%253Frid%253D364386%2526prti%253D1647&sn=Our+chef+has+more+than+10+years+of+cooking+experience%2C+with+a+combined+total+of+15+years+in+the+bar+business.+He+graduated+from+Johnson+and+Wells+University+and+can+cook+just+about+anything.+Cleatz+Sp&ti=Neighborhood+Y.Deals-Planning+dinner%3F+Save+60%25+at+Cleatz+Sports+Bar+%26+Grille-via+Yatown&im=http%3A%2F%2Fvrdcimage.restaurant.com%2Fmicrosites%2F364386logo.jpg&src=tw … #Irondale #Denver #CO
2012-07-19 18:18:20;Planning dinner? Stevo's Pizza and Ribs offers $10 value for only $4 http:// yatown.com/deals/Heather- Ridge,Aurora,CO/Planning-dinner-Stevos-Pizza-and-Ribs-offers-10-value-for-only-4?vi=y&lo=Heather-Ridge%2CAurora%2CCO&pb=Restaurant.com&xu=http%3A%2F%2Fwww.anrdoezrs.net%2Fclick-5263123-10451612%3Furl%3Dhttp%253A%252F%252Fwww.restaurant.com%252Fmicrosite.asp%253Frid%253D342499%2526prti%253D1647&sn=When+you%27re+in+the+mood+for+good+times+%26+great+food%2C+be+sure+to+check+out+StevO%27s+Pizza+%26+Ribs.+This+restaurant+is+family+owned+and+operated+and+is+located+in+central+Aurora.+StevO%27s+Pizza+%26+Ribs+is+a&ti=Neighborhood+Y.Deals-Planning+dinner%3F+Stevo%27s+Pizza+and+Ribs+offers+%2410+value+for+only+%244-via+Yatown&im=http%3A%2F%2Fvrdcimage.restaurant.com%2Fmicrosites%2F342499logo.jpg&src=tw … #HeatherRidge #Aurora #CO
2012-07-19 18:14:06;I'm at Great Sand Dunes National Park Entrance (MOSCA, CO ) http:// 4sq.com/NBDneT;0
2012-07-19 18:11:25;I'm at The Fitz (Vail, CO ) http:// 4sq.com/OKlOq6
2012-07-19 18:08:40;I'm at Water World (Federal Heights, CO ) w/ 6 others http:// 4sq.com/SKesHL
2012-07-19 18:05:14;I'm at Altitude Salon (Aspen, CO ) http:// 4sq.com/ML1PIi
2012-07-19 18:02:53;#advertising #jobs Digital Advertising Account Manager - MapMyFitness - Denver, CO http:// bit.ly/94Zt7r
2012-07-19 18:02:17;I'm at Denver International Airport (DEN) (Denver, CO ) w/ 103 others http:// 4sq.com/OcYS4A
2012-07-19 17:58:18;I'm at Chick-fil-A (Sheridan, CO ) http:// 4sq.com/OKk7sz
2012-07-19 17:56:14;I'm at The Market Cafe (Denver, CO ) http:// 4sq.com/O0G36u
2012-07-19 17:56:09;I'm at GameStop (Aurora, CO ) http:// 4sq.com/LvItpF
2012-07-19 17:56:02;I'm at Park Meadows Mall (Lone Tree, CO ) w/ 4 others http:// 4sq.com/MbjxW8
2012-07-19 17:55:41;RS Heating & Cooling Denver, CO Perform service per che http:// spag.es/OcYfIl Denver Heating & Air Conditioning Service & Repair #coupon
2012-07-19 17:55:40;VALS BRUSH Painting Services Denver, CO New Homeowners Receive 10% Discount of http:// spag.es/OcYiDX Denver Painting Contractors #coupon
2012-07-19 17:55:09;I'm at Denver Int Airport (Aurora, CO ) http:// 4sq.com/Par873
2012-07-19 17:54:58;I'm at Breckenridge Brewery (Breckenridge, CO ) w/ 3 others http:// 4sq.com/MuzKX6
2012-07-19 17:54:25;I'm at DIA Inbound Sign (Denver, CO ) http:// 4sq.com/SKd8ok
2012-07-19 17:53:14;I'm at Ben Nye's Home (Aurora, CO ) http:// 4sq.com/MuzCae
2012-07-19 17:52:16;I'm at Denver International Airport - 45 Minute Waiting Area (Denver, CO ) http:// 4sq.com/Mo36IE
2012-07-19 17:45:58;I'm at Rocket Fizz (Denver, CO ) http:// 4sq.com/MbiHIQ
2012-07-19 17:43:50;I'm at Costco (Parker, CO ) http:// 4sq.com/LZeZqq
2012-07-19 17:42:24;I'm at Dental Wellness At Dry Creek (Centennial, CO ) http:// 4sq.com/OKi3kj
2012-07-19 17:41:29;#colorado #usa #places #summer #interstate #tour #tree #grass #travel #places #scenery @Vail, CO http:// instagr.am/p/NRrLeTt3qV/;0
2012-07-19 17:40:37;I'm at Grand Timber Lodge (Breckenridge, CO ) http:// 4sq.com/MKZxch
2012-07-19 17:37:01;I'm at The Berkshire (Denver, CO ) http:// 4sq.com/Owr1oX
2012-07-19 17:36:41;I'm at Chipotle Mexican Grill (Colorado Springs, CO ) http:// 4sq.com/PnilT0;0
2012-07-19 17:32:53;Senior Right of Way Agent - #Denver , CO ( http:// tinyurl.com/74peu3e ) Get Real Estate Agent Jobs #RealEstateAgent #jobs #job #GetAllJobs
2012-07-19 17:31:48;Biomedical Equipment Te... - #Denver , CO ( http:// tinyurl.com/88o9du5 ) Get Medical Equipment Jobs #MedicalEquipment #jobs #job #GetAllJobs
2012-07-19 17:30:11;I'm at Costa Rican (Ouray, CO ) http:// 4sq.com/MbhxwR
2012-07-19 17:27:03;I'm at Regus (Broomfield, CO ) http:// 4sq.com/Own6sq
2012-07-19 17:26:02;Blue Diamond Granite & Stone Denver, CO Kitchen or Bath Remodel http:// spag.es/OcVEy7 Denver Granite & Marble Dealers #coupon;0
2012-07-19 17:26:01;Colorado Crematory Denver, CO Basic cremation packages available, afforda http:// spag.es/OcVFlF Denver Funeral Homes & Directors #coupon;0
2012-07-19 17:25:12;I'm at Starbucks (Vail, CO ) http:// 4sq.com/NlCg5E
2012-07-19 17:23:53;I'm at Hooters (Colorado Springs, CO ) http:// 4sq.com/LvEKIJ
2012-07-19 17:22:56;I'm at AMC Theatres for Ice Age: Continental Drift (Westminster, CO ) http:// 4sq.com/MuxOxO
2012-07-19 17:22:17;I'm at Jefferson County Administration & Courts Building (Golden, CO ) http:// 4sq.com/Q8durs
2012-07-19 17:20:34;@ChelseyStarin @jay_r0me @sustinjelwa or come to CO and we can go to @WoodwardCopper;0
2012-07-19 17:19:31;I'm at Ale House (Grand Junction, CO ) http:// 4sq.com/OwjNBu
2012-07-19 17:16:11;Going to shoot for Silverthorne CO today
2012-07-19 17:15:59;New dorms coming to Auraria Campus - http:// bit.ly/OcUOBr #auraria #Denver #Colorado
2012-07-19 17:15:43;I'm at Fresh Fish Co . (Denver, Colorado) http:// 4sq.com/Q8d04k
2012-07-19 17:13:24;I'm at Genesee Mtn (Golden, CO ) http:// 4sq.com/OKe47i
2012-07-19 17:12:34;Locksmith Technician Lock & Key Denver, CO Purchase two locks and the third free http:// spag.es/NlmNCv Denver Locks & Locksmiths #coupon
2012-07-19 17:12:31;Locksmith Technician Lock & Key Denver, CO website coupon for locks, locksmith s http:// spag.es/NlmNCv Denver Locks & Locksmiths #coupon
2012-07-19 17:11:48;Take It To The Bridge this weekend at State Bridge - http:// bit.ly/OcUvqb #Bond #Colorado;0
2012-07-19 17:11:43;I'm at joe's bar (Colorado Springs, co ) http:// 4sq.com/Q8cGCL
2012-07-19 17:09:59;Locksmith Technician Lock & Key Denver, CO Website coupon http:// spag.es/NlmNCv Denver Locks & Locksmiths #coupon
2012-07-19 17:09:58;Locksmith Technician Lock & Key Denver, CO work for more than sixty-five dollars http:// spag.es/NlmNCv Denver Locks & Locksmiths #coupon
2012-07-19 17:09:46;I'm at Einstein Bros Bagels (Denver, CO ) http:// 4sq.com/NBypP6;0
2012-07-19 17:08:49;I'm at Car Wash Express #4 (Aurora, CO ) http:// 4sq.com/OcUdj8
2012-07-19 17:07:31;I'm at Town Center Food Court (Aurora, CO ) http:// 4sq.com/OweVMJ
2012-07-19 17:05:41;I'm at Colorado Athletic Club DTC (greenwood village, CO ) http:// 4sq.com/Q8cfby
2012-07-19 17:05:25;I'm at King Soopers (Colorado Springs, CO ) http:// 4sq.com/O0ypcf
2012-07-19 17:05:18;I'm at Ace Hardware (Colorado Springs, CO ) http:// 4sq.com/OwdHku
2012-07-19 17:04:02;I'm at RadioShack (Aurora, CO ) http:// 4sq.com/LvC6Ti
2012-07-19 17:03:09;I'm at GameStop (Aurora, CO ) http:// 4sq.com/O0y2yt
2012-07-19 17:01:04;I'm at Denver International Airport (DEN) (Denver, CO ) w/ 91 others http:// 4sq.com/LZcm7V
2012-07-19 17:00:49;I'm at Water World (Federal Heights, CO ) w/ 3 others http:// 4sq.com/NlzpcX
2012-07-19 16:59:15;I'm at EOS-CCA (Denver, CO ) http:// 4sq.com/PnaPrf
2012-07-19 16:58:02;I'm at DIA, United Airlines Customer Service Center (Denver, CO ) http:// 4sq.com/MbeJQl
2012-07-19 16:57:42;I'm at Chatfield Sports Bar & Grill (Littleton, CO ) http:// 4sq.com/Ow9X2i
2012-07-19 16:57:29;I'm at Concourse B (Denver, CO ) http:// 4sq.com/MbeHbg
2012-07-19 16:56:11;I'm at Cups Coffee (Fort Collins, CO ) http:// 4sq.com/Qdhu8B
2012-07-19 16:51:31;I'm at Tunnel :) (Evergreen, CO ) http:// 4sq.com/OKb1Mw
2012-07-19 16:49:50;I'm at Idaho Springs, CO (Idaho Springs, CO ) http:// 4sq.com/NBwzOc
2012-07-19 16:45:50;I'm at J^2 Launch Complex (Boulder, CO ) http:// 4sq.com/Q8aCdZ
2012-07-19 16:41:42;Answer: not much except the 1st is eastern CO and the 2nd is western KS #KBacrossUSA #yawn;0
2012-07-19 16:40:54;I'm at In the moutains!!! (Dumont, CO ) http:// 4sq.com/Muv6Z4
2012-07-19 16:40:37;I'm at Aurora, CO http:// 4sq.com/LZbe45
2012-07-19 16:40:25;UP Steam Locomotive #up844 Stopped near DENVER, CO at 1:34 PM MDT on Thursday 7/19. Track online at http:// bit.ly/cxKUsk;0
2012-07-19 16:37:38;I'm at Dazbog Coffee (Denver, CO ) http:// 4sq.com/MbcYCU
2012-07-19 16:36:47;I'm at Denver International Airport (DEN) (Denver, CO ) w/ 88 others http:// 4sq.com/MKTC73
2012-07-19 16:34:06;I'm at Starbucks Coffee (Glenwood Springs, CO ) http:// 4sq.com/SK662V
2012-07-19 16:30:59;UP Steam Locomotive #up844 Stopped near IRONDALE, CO at 1:29 PM MDT on Thursday 7/19. Track online at http:// bit.ly/cxKUsk;0
2012-07-19 16:30:43;I'm at Boulder Dushanbe Teahouse (Boulder, CO ) http:// 4sq.com/O0sO5F
2012-07-19 16:29:38;Timberline Steakhouse Food Runn... - #BlackHawk , CO ( http:// tinyurl.com/6np6v42 ) Get Dishwashing Jobs #Dishwashing #jobs #job #GetAllJobs;0
2012-07-19 16:29:25;I'm at Sports Authority (Lone Tree, CO ) http:// 4sq.com/NATM4k
2012-07-19 16:28:02;I'm at Lindsey-Flanigan Courthouse (Denver, CO ) http:// 4sq.com/NlvzAv
2012-07-19 16:27:51;I'm at DIA Train (Denver, CO ) w/ 2 others http:// 4sq.com/MuunqV
2012-07-19 16:27:31;Experienced Associate Veterinari... - #CastleRock , CO ( http:// tinyurl.com/74ye7ck ) Get Veterinary Jobs #Veterinary #jobs #job #GetAllJobs
2012-07-19 16:24:04;I'm at Denver County Court (Denver, CO ) http:// 4sq.com/OvVXWn
2012-07-19 16:23:49;Front Desk Manager - #SteamboatSprings , CO ( http:// tinyurl.com/87p8545 ) Get Front Desk Jobs #FrontDesk #jobs #job #GetAllJobs
2012-07-19 16:22:27;I'm at Subway (Denver, CO ) http:// 4sq.com/O0roZ8
2012-07-19 16:22:15;I'm at Freak My Face Like A Race War (Denver, CO ) http:// 4sq.com/NBufa6
2012-07-19 16:22:01;Medical Assistant - #Craig , CO ( http:// tinyurl.com/72hf4vz ) Get Receptionist Jobs #Receptionist #jobs #job #GetAllJobs
2012-07-19 16:21:32;Travel - Phy... - #ColoradoSprings , CO ( http:// tinyurl.com/cex2tu7 ) Get Physical Therapist Jobs #PhysicalTherapist #jobs #job #GetAllJobs
2012-07-19 16:20:45;I'm at TSA Security Check Point (DEN) (Denver, CO ) http:// 4sq.com/OcMYaZ
2012-07-19 16:20:24;UP Steam Locomotive #up844 Moving W near DENVER, CO at 1:20 PM MDT on Thursday 7/19. Track online at http:// bit.ly/cxKUsk
2012-07-19 16:20:24;I'm at Cheba Hut (Greeley, CO ) http:// 4sq.com/MKS50P
2012-07-19 16:18:19;I'm at Red Lion (Vail, CO ) http:// 4sq.com/NAS3ft
2012-07-19 16:16:55;I'm at Serranos Coffee Company (Monument, CO ) http:// 4sq.com/OcMwJL
2012-07-19 16:09:57;I'm at Celestino's New York Pizza (Fort Collins, CO ) http:// 4sq.com/LAz3xS
2012-07-19 16:09:51;I'm at My House (Canon City, CO ) http:// 4sq.com/OvPElC
2012-07-19 16:07:13;I'm at Denver International Airport (DEN) (Denver, CO ) w/ 112 others http:// 4sq.com/OcLqO4
