sentiment,id,subject
neutral,228175238200979458,bale
negative,228280322100432896,bale
positive,228280322100432896,bale
positive,228280322100432896,bale
positive,229657442353561600,bale
positive,229657442353561600,bale
positive,229657442353561600,bale
neutral,228166463448563713,bale
neutral,228166463448563713,bale
neutral,228166463448563713,bale
neutral,228166463448563713,bale
neutral,228183244980506624,bale
neutral,228183244980506624,bale
neutral,228183244980506624,bale
neutral,228337549255512064,bale
positive,228337549255512064,bale
positive,228337549255512064,bale
neutral,226300463920852992,bale
neutral,226300463920852992,bale
negative,226300463920852992,bale
neutral,229630372122619906,bale
neutral,229630372122619906,bale
neutral,229630372122619906,bale
positive,228189695652294656,bale
positive,228189695652294656,bale
neutral,228189695652294656,bale
neutral,228194653579644928,bale
neutral,228194653579644928,bale
neutral,228194653579644928,bale
neutral,228205654970605569,bale
neutral,228205654970605569,bale
neutral,228205654970605569,bale
positive,228255504550473728,bale
negative,228255504550473728,bale
negative,228255504550473728,bale
neutral,228614209913630720,bale
neutral,228614209913630720,bale
positive,228614209913630720,bale
negative,228187074417790976,bale
negative,228187074417790976,bale
negative,228187074417790976,bale
neutral,228165582997049344,bale
neutral,228165582997049344,bale
neutral,228165582997049344,bale
positive,228542810125647872,bale
positive,228542810125647872,bale
positive,228542810125647872,bale
neutral,228346298774994945,bale
neutral,228346298774994945,bale
negative,228346298774994945,bale
positive,228208926875844608,bale
neutral,228208926875844608,bale
positive,228208926875844608,bale
positive,228249007435153409,bale
positive,228249007435153409,bale
positive,228249007435153409,bale
positive,228353181351018496,bale
positive,228353181351018496,bale
positive,228353181351018496,bale
neutral,228186709349777408,bale
positive,228186709349777408,bale
positive,228186709349777408,bale
positive,228186709349777408,bale
positive,228564951684501504,bale
positive,228564951684501504,bale
neutral,228564951684501504,bale
positive,228536635933999104,bale
positive,228536635933999104,bale
positive,228536635933999104,bale
positive,228165054183391232,bale
neutral,228165054183391232,bale
neutral,228165054183391232,bale
positive,228165054183391232,bale
neutral,228574355645411328,bale
positive,228574355645411328,bale
neutral,228574355645411328,bale
positive,229376721667883011,bale
positive,229376721667883011,bale
positive,229376721667883011,bale
negative,228291848249159680,bale
neutral,228291848249159680,bale
neutral,228291848249159680,bale
neutral,228482890101559296,bale
neutral,228482890101559296,bale
neutral,228482890101559296,bale
positive,228221442460889088,bale
positive,228221442460889088,bale
neutral,228221442460889088,bale
neutral,229068469847588864,bale
neutral,229068469847588864,bale
neutral,229068469847588864,bale
neutral,228627530838593536,bale
neutral,228627530838593536,bale
neutral,228627530838593536,bale
positive,229614064916127745,bale
positive,229614064916127745,bale
positive,229614064916127745,bale
positive,228300685551218688,bale
neutral,228300685551218688,bale
positive,228300685551218688,bale
neutral,229124492847353856,bale
positive,229124492847353856,bale
neutral,229124492847353856,bale
neutral,228202387616198656,bale
neutral,228202387616198656,bale
neutral,228202387616198656,bale
positive,228461872695869440,bale
positive,228461872695869440,bale
positive,228461872695869440,bale
positive,228273074464751616,bale
positive,228273074464751616,bale
neutral,228273074464751616,bale
neutral,228164773399912448,bale
neutral,228164773399912448,bale
neutral,228164773399912448,bale
neutral,228306691752603648,bale
positive,228306691752603648,bale
negative,228306691752603648,bale
neutral,228868824835973120,bale
positive,228868824835973120,bale
neutral,228868824835973120,bale
positive,228459821609938944,bale
positive,228459821609938944,bale
positive,228459821609938944,bale
neutral,228239050220396545,bale
neutral,228239050220396545,bale
neutral,228239050220396545,bale
positive,228356259982741504,bale
positive,228356259982741504,bale
positive,228356259982741504,bale
positive,228289956630646784,bale
positive,228289956630646784,bale
positive,228289956630646784,bale
neutral,228227562210463744,bale
neutral,228227562210463744,bale
neutral,228227562210463744,bale
neutral,228207592797769728,bale
neutral,228207592797769728,bale
positive,228207592797769728,bale
neutral,229576781408137216,bale
neutral,229576781408137216,bale
positive,229576781408137216,bale
positive,228284851906822144,bale
neutral,228284851906822144,bale
positive,228284851906822144,bale
neutral,228171580549767168,bale
neutral,228171580549767168,bale
neutral,228171580549767168,bale
positive,228205466541510657,bale
neutral,228205466541510657,bale
positive,228205466541510657,bale
positive,228240937606852611,bale
positive,228240937606852611,bale
positive,228240937606852611,bale
positive,228549126562914304,bale
neutral,228549126562914304,bale
positive,228549126562914304,bale
positive,228342385292238849,bale
positive,228342385292238849,bale
positive,228342385292238849,bale
neutral,229599690973380608,bale
neutral,229599690973380608,bale
neutral,229599690973380608,bale
neutral,228415060136058880,bale
neutral,228415060136058880,bale
neutral,228415060136058880,bale
neutral,228274030854164480,bale
neutral,228274030854164480,bale
neutral,228274030854164480,bale
neutral,228292535985004545,bale
neutral,228292535985004545,bale
positive,228292535985004545,bale
negative,228232637137952768,bale
positive,228232637137952768,bale
positive,228232637137952768,bale
neutral,228640042657148928,bale
neutral,228640042657148928,bale
neutral,228640042657148928,bale
positive,228357736616824836,bale
positive,228357736616824836,bale
positive,228357736616824836,bale
neutral,229612793647730689,bale
neutral,229612793647730689,bale
neutral,229612793647730689,bale
neutral,229383507900776448,bale
neutral,229383507900776448,bale
positive,229383507900776448,bale
positive,228230653425106944,bale
neutral,228230653425106944,bale
positive,228230653425106944,bale
negative,228245773626773504,bale
negative,228245773626773504,bale
negative,228245773626773504,bale
neutral,229049889080881152,bale
neutral,229049889080881152,bale
neutral,229049889080881152,bale
positive,228186461885829120,bale
positive,228186461885829120,bale
positive,228186461885829120,bale
positive,228195920083296256,bale
positive,228195920083296256,bale
positive,228195920083296256,bale
neutral,229658343969533952,bale
neutral,229658343969533952,bale
neutral,229658343969533952,bale
positive,228981270162579456,bale
positive,228981270162579456,bale
positive,228981270162579456,bale
neutral,228171614360055808,bale
neutral,228171614360055808,bale
neutral,228171614360055808,bale
positive,228243030522617856,bale
positive,228243030522617856,bale
neutral,228243030522617856,bale
neutral,228641955222007809,bale
negative,228641955222007809,bale
negative,228641955222007809,bale
neutral,228211229456474112,bale
neutral,228211229456474112,bale
neutral,228211229456474112,bale
positive,228767104684404738,bale
positive,228767104684404738,bale
positive,228767104684404738,bale
positive,228250873816551424,bale
positive,228250873816551424,bale
positive,228250873816551424,bale
neutral,228221279038210048,bale
positive,228221279038210048,bale
positive,228221279038210048,bale
neutral,228169605196173312,bale
neutral,228169605196173312,bale
neutral,228169605196173312,bale
neutral,228478809064734720,bale
neutral,228478809064734720,bale
neutral,228478809064734720,bale
positive,228293647345532928,bale
positive,228293647345532928,bale
positive,228293647345532928,bale
positive,228293647345532928,bale
neutral,228232087713501184,bale
neutral,228232087713501184,bale
neutral,228232087713501184,bale
neutral,228165054493782016,bale
negative,228165054493782016,bale
neutral,228165054493782016,bale
positive,228192539449098240,bale
positive,228192539449098240,bale
negative,228192539449098240,bale
positive,228203897846632448,bale
neutral,228203897846632448,bale
positive,228203897846632448,bale
neutral,228402913393905665,bale
positive,228402913393905665,bale
positive,228402913393905665,bale
positive,228170045438709760,bale
positive,228170045438709760,bale
positive,228170045438709760,bale
neutral,229273747411058688,bale
neutral,229273747411058688,bale
neutral,229273747411058688,bale
positive,228177083640205312,bale
positive,228177083640205312,bale
neutral,228177083640205312,bale
positive,228267814782377984,bale
positive,228267814782377984,bale
neutral,228267814782377984,bale
neutral,228612494069989378,bale
positive,228612494069989378,bale
neutral,228612494069989378,bale
neutral,228208792427458560,bale
neutral,228208792427458560,bale
neutral,228208792427458560,bale
neutral,228272696738328576,bale
positive,228272696738328576,bale
positive,228272696738328576,bale
positive,228305634943193089,bale
positive,228305634943193089,bale
neutral,228305634943193089,bale
neutral,228580793662984192,bale
neutral,228580793662984192,bale
neutral,228580793662984192,bale
neutral,228270537007312896,bale
positive,228270537007312896,bale
positive,228270537007312896,bale
neutral,228966279686529027,bale
neutral,228966279686529027,bale
neutral,228966279686529027,bale
negative,228901746032930816,bale
negative,228901746032930816,bale
negative,228901746032930816,bale
neutral,228185363145957378,bale
positive,228185363145957378,bale
neutral,228185363145957378,bale
positive,228270750950383618,bale
positive,228270750950383618,bale
positive,228270750950383618,bale
positive,228979370029633538,bale
positive,228979370029633538,bale
positive,228979370029633538,bale
positive,228197891355844608,bale
positive,228197891355844608,bale
positive,228197891355844608,bale
neutral,228753238294421504,bale
neutral,228753238294421504,bale
neutral,228753238294421504,bale
neutral,228298336740966400,bale
neutral,228298336740966400,bale
neutral,228298336740966400,bale
neutral,228281857236680704,bale
positive,228281857236680704,bale
neutral,228281857236680704,bale
neutral,228189884601475072,bale
positive,228189884601475072,bale
positive,228189884601475072,bale
neutral,229260753193021441,bale
neutral,229260753193021441,bale
neutral,229260753193021441,bale
positive,228218800108085248,bale
positive,228218800108085248,bale
positive,228218800108085248,bale
positive,228287804650708992,bale
neutral,228287804650708992,bale
positive,228287804650708992,bale
positive,228281458865868800,bale
neutral,228281458865868800,bale
positive,228281458865868800,bale
neutral,228179285402349569,bale
neutral,228179285402349569,bale
neutral,228179285402349569,bale
neutral,228626763129962496,bale
positive,228626763129962496,bale
positive,228626763129962496,bale
positive,228217646615756800,bale
positive,228217646615756800,bale
positive,228217646615756800,bale
neutral,228355354092765184,bale
neutral,228355354092765184,bale
neutral,228355354092765184,bale
positive,229690182939586560,bale
positive,229690182939586560,bale
positive,229690182939586560,bale
positive,228173581195026433,bale
positive,228173581195026433,bale
positive,228173581195026433,bale
positive,228306372880642048,bale
positive,228306372880642048,bale
positive,228306372880642048,bale
negative,228541111440920576,bale
neutral,228541111440920576,bale
positive,228541111440920576,bale
neutral,228298349097398272,bale
neutral,228298349097398272,bale
neutral,228298349097398272,bale
positive,228209853821239296,bale
positive,228209853821239296,bale
positive,228209853821239296,bale
positive,228183278581063681,bale
positive,228183278581063681,bale
positive,228183278581063681,bale
neutral,229673107760218112,bale
neutral,229673107760218112,bale
negative,229673107760218112,bale
neutral,229043077313073153,bale
neutral,229043077313073153,bale
neutral,229043077313073153,bale
neutral,228274647211311104,bale
neutral,228274647211311104,bale
neutral,228274647211311104,bale
neutral,228274647211311104,bale
neutral,228242321672654849,bale
neutral,228242321672654849,bale
neutral,228242321672654849,bale
neutral,228240891628892160,bale
positive,228240891628892160,bale
positive,228240891628892160,bale
neutral,228431501493157888,bale
neutral,228431501493157888,bale
neutral,228431501493157888,bale
neutral,228185484965330944,bale
neutral,228185484965330944,bale
neutral,228185484965330944,bale
neutral,228407309116796928,bale
positive,228407309116796928,bale
positive,228407309116796928,bale
positive,228538439455354881,bale
neutral,228538439455354881,bale
neutral,228538439455354881,bale
neutral,228465781791416320,bale
positive,228465781791416320,bale
positive,228465781791416320,bale
neutral,228187351095070722,bale
neutral,228187351095070722,bale
positive,228187351095070722,bale
positive,228283824268779521,bale
neutral,228283824268779521,bale
neutral,228283824268779521,bale
